	sentence	named_entity	rank
405	The finals will be held at Wembley.	"[{""text"": ""Wembley"", ""type"": ""FAC"", ""start"": 27, ""end"": 34, ""cms"": null}]"	16
406	 Cost: £1.3m in total for Olympic overlay (2004 bid figure).  Physical legacy: None.  GYMNASTICS  Where: 02 Arena (renamed 'North Greenwich Arena 1' during Games) for artistic and trampoline; 'North Greenwich Arena 2' temporary venue for rhythmic but subject to change.	"[{""text"": ""\u00a31.3m"", ""type"": ""MONEY"", ""start"": 7, ""end"": 12, ""cms"": null}, {""text"": ""Olympic"", ""type"": ""EVENT"", ""start"": 26, ""end"": 33, ""cms"": null}, {""text"": ""2004"", ""type"": ""DATE"", ""start"": 43, ""end"": 47, ""cms"": null}, {""text"": ""02 Arena"", ""type"": ""FAC"", ""start"": 105, ""end"": 113, ""cms"": null}, {""text"": ""'North Greenwich Arena 1"", ""type"": ""FAC"", ""start"": 123, ""end"": 147, ""cms"": null}, {""text"": ""Games"", ""type"": ""EVENT"", ""start"": 156, ""end"": 161, ""cms"": null}, {""text"": ""'North Greenwich Arena 2"", ""type"": ""FAC"", ""start"": 192, ""end"": 216, ""cms"": null}]"	16
407	 Status: North Greenwich Arena 2 could be axed to reduce overall costs, with rhythmic gymnastics moving to the Excel Centre.	"[{""text"": ""North Greenwich Arena 2"", ""type"": ""FAC"", ""start"": 9, ""end"": 32, ""cms"": null}, {""text"": ""the Excel Centre"", ""type"": ""FAC"", ""start"": 107, ""end"": 123, ""cms"": null}]"	16
408	 Cost of temporary venue if it goes ahead: £16m (2004 bid figure)  Cost of O2 Arena refit: £3m (2004 bid figure)  Physical legacy: None.  HANDBALL  Where: Olympic Park Handball Arena (prelims); Basketball temporary arena in Olympic Park (semi-finals and medal matches).  Status: Planning permission granted in February this year and site cleared ready for work to start on foundations.	"[{""text"": ""16"", ""type"": ""MONEY"", ""start"": 44, ""end"": 46, ""cms"": null}, {""text"": ""m"", ""type"": ""MONEY"", ""start"": 46, ""end"": 47, ""cms"": null}, {""text"": ""2004"", ""type"": ""DATE"", ""start"": 49, ""end"": 53, ""cms"": null}, {""text"": ""O2 Arena"", ""type"": ""FAC"", ""start"": 75, ""end"": 83, ""cms"": null}, {""text"": ""\u00a33m"", ""type"": ""MONEY"", ""start"": 91, ""end"": 94, ""cms"": null}, {""text"": ""2004"", ""type"": ""DATE"", ""start"": 96, ""end"": 100, ""cms"": null}, {""text"": ""Olympic Park Handball Arena"", ""type"": ""FAC"", ""start"": 155, ""end"": 182, ""cms"": null}, {""text"": ""Olympic Park"", ""type"": ""FAC"", ""start"": 224, ""end"": 236, ""cms"": null}, {""text"": ""February this year"", ""type"": ""DATE"", ""start"": 310, ""end"": 328, ""cms"": null}]"	16
409	 	[]	16
410	Cost: £24m (2004 bid figure).  Physical legacy: The Handball Arena is a permanent venue that will become a multi-use indoor sports centre after the Games for use by the community and elite athletes for training and competition.	"[{""text"": ""24"", ""type"": ""MONEY"", ""start"": 7, ""end"": 9, ""cms"": null}, {""text"": ""2004"", ""type"": ""DATE"", ""start"": 12, ""end"": 16, ""cms"": null}, {""text"": ""The Handball Arena"", ""type"": ""FAC"", ""start"": 48, ""end"": 66, ""cms"": null}, {""text"": ""Games"", ""type"": ""EVENT"", ""start"": 148, ""end"": 153, ""cms"": null}]"	16
411	Retractable seating will offer flexibility.	[]	16
412	 HOCKEY  Where: Olympic Park Hockey Stadium (temporary venue)  Status:	"[{""text"": ""Olympic Park Hockey Stadium"", ""type"": ""FAC"", ""start"": 16, ""end"": 43, ""cms"": null}]"	16
413	The venue will have two pitches and spectator seating and will be located next to the International Broadcast Centre and Main Press Centre.	"[{""text"": ""two"", ""type"": ""CARDINAL"", ""start"": 20, ""end"": 23, ""cms"": null}, {""text"": ""the International Broadcast Centre"", ""type"": ""FAC"", ""start"": 82, ""end"": 116, ""cms"": null}, {""text"": ""Main Press Centre"", ""type"": ""FAC"", ""start"": 121, ""end"": 138, ""cms"": null}]"	16
414	 	[]	16
415	Cost: Undisclosed as bid book quoted cost of permanent stadium.	[]	16
416	Legacy stadium still awaiting approval.	[]	16
417	 	[]	16
418	Physical legacy: The stadium will be dismantled after the Games but a new hockey stadium with permanent seating for 3,000 is set to be built in an area north of the Olympic Park at Eton Manor to honour the bid book commitment.	"[{""text"": ""Games"", ""type"": ""EVENT"", ""start"": 58, ""end"": 63, ""cms"": null}, {""text"": ""3,000"", ""type"": ""CARDINAL"", ""start"": 116, ""end"": 121, ""cms"": null}, {""text"": ""the Olympic Park"", ""type"": ""FAC"", ""start"": 161, ""end"": 177, ""cms"": null}, {""text"": ""Eton Manor"", ""type"": ""FAC"", ""start"": 181, ""end"": 191, ""cms"": null}]"	16
419	Approval for this is expected later this month.	"[{""text"": ""later this month"", ""type"": ""DATE"", ""start"": 30, ""end"": 46, ""cms"": null}]"	16
420	 JUDO  Where: Excel Centre, Royal Victoria Dock  Status: Existing exhibition centre that will be transformed into several arenas in Games time.	"[{""text"": ""Excel Centre"", ""type"": ""FAC"", ""start"": 14, ""end"": 26, ""cms"": null}, {""text"": ""Royal Victoria Dock"", ""type"": ""FAC"", ""start"": 28, ""end"": 47, ""cms"": null}, {""text"": ""Games"", ""type"": ""ORG"", ""start"": 132, ""end"": 137, ""cms"": null}]"	16
421	 Cost: £24m for entire Excel refit (2004 bid figure).  Physical legacy: None.	"[{""text"": ""24"", ""type"": ""MONEY"", ""start"": 8, ""end"": 10, ""cms"": null}, {""text"": ""m"", ""type"": ""MONEY"", ""start"": 10, ""end"": 11, ""cms"": null}, {""text"": ""Excel"", ""type"": ""PRODUCT"", ""start"": 23, ""end"": 28, ""cms"": null}, {""text"": ""2004"", ""type"": ""DATE"", ""start"": 36, ""end"": 40, ""cms"": null}]"	16
422	 MODERN PENTATHON  Where: Greenwich Park (Riding and combined Run/Shoot); Olympic Park Handball Arena (Fencing); Aquatics Centre (Swimming)  Status:	"[{""text"": ""Greenwich Park"", ""type"": ""FAC"", ""start"": 26, ""end"": 40, ""cms"": null}, {""text"": ""Olympic Park Handball Arena"", ""type"": ""FAC"", ""start"": 74, ""end"": 101, ""cms"": null}, {""text"": ""Aquatics Centre"", ""type"": ""FAC"", ""start"": 113, ""end"": 128, ""cms"": null}]"	16
423	All venue designs are being developed to meet the requirements of Modern Pentathlon.	"[{""text"": ""Modern Pentathlon"", ""type"": ""ORG"", ""start"": 66, ""end"": 83, ""cms"": null}]"	16
424	Construction of the Aquatics Centre is well underway.	"[{""text"": ""the Aquatics Centre"", ""type"": ""FAC"", ""start"": 16, ""end"": 35, ""cms"": null}]"	16
425	 Cost: N/A as sharing venues with other sports.	[]	16
426	 Physical legacy: None.	[]	16
427	 	[]	16
428	ROWING  Where: Eton Dorney, near Windsor.  Status: World-class facility already in use for international events with a 2.2km, eight-lane rowing course.	"[{""text"": ""Eton Dorney"", ""type"": ""FAC"", ""start"": 15, ""end"": 26, ""cms"": null}, {""text"": ""Windsor"", ""type"": ""GPE"", ""start"": 33, ""end"": 40, ""cms"": null}, {""text"": ""2.2km"", ""type"": ""QUANTITY"", ""start"": 119, ""end"": 124, ""cms"": null}, {""text"": ""eight"", ""type"": ""CARDINAL"", ""start"": 126, ""end"": 131, ""cms"": null}]"	16
429	Additional facilities will be added for the Olympics to provide an enhanced athlete warm-up area for the Games.	"[{""text"": ""Olympics"", ""type"": ""EVENT"", ""start"": 44, ""end"": 52, ""cms"": null}, {""text"": ""Games"", ""type"": ""EVENT"", ""start"": 105, ""end"": 110, ""cms"": null}]"	16
430	This includes adding a 50m-wide bridge and improved access for spectators.	"[{""text"": ""50m-wide"", ""type"": ""QUANTITY"", ""start"": 23, ""end"": 31, ""cms"": null}]"	16
431	 	[]	16
432	Cost: £5.6m (2004 bid figure).  Physical legacy: Improvements to athlete warm-up area and pedestrian access remain.  SAILING  Where: Weymouth and Portland Harbour in Dorset  Status: The sailing venue is the first venue for 2012 where new construction has been completed.	"[{""text"": ""\u00a35.6m"", ""type"": ""MONEY"", ""start"": 6, ""end"": 11, ""cms"": null}, {""text"": ""2004"", ""type"": ""DATE"", ""start"": 13, ""end"": 17, ""cms"": null}, {""text"": ""Weymouth"", ""type"": ""GPE"", ""start"": 133, ""end"": 141, ""cms"": null}, {""text"": ""Portland Harbour"", ""type"": ""LOC"", ""start"": 146, ""end"": 162, ""cms"": null}, {""text"": ""Dorset"", ""type"": ""GPE"", ""start"": 166, ""end"": 172, ""cms"": null}, {""text"": ""first"", ""type"": ""ORDINAL"", ""start"": 207, ""end"": 212, ""cms"": null}, {""text"": ""2012"", ""type"": ""DATE"", ""start"": 223, ""end"": 227, ""cms"": null}]"	16
433	A new slipway, moorings and associated facilities have been built to enhance the venue for competition in 2012.	"[{""text"": ""2012"", ""type"": ""DATE"", ""start"": 106, ""end"": 110, ""cms"": null}]"	16
434	 Cost: £7m.  Physical legacy: The extra facilities will benefit local sailing groups and elite athletes.	"[{""text"": ""7"", ""type"": ""MONEY"", ""start"": 8, ""end"": 9, ""cms"": null}]"	16
435	 SHOOTING  Where: Royal Artillery Barracks, Woolwich.  	"[{""text"": ""Royal Artillery Barracks"", ""type"": ""FAC"", ""start"": 18, ""end"": 42, ""cms"": null}, {""text"": ""Woolwich"", ""type"": ""GPE"", ""start"": 44, ""end"": 52, ""cms"": null}]"	16
436	Status: The existing Barracks date back to 1776.	"[{""text"": ""Barracks"", ""type"": ""FAC"", ""start"": 21, ""end"": 29, ""cms"": null}, {""text"": ""1776"", ""type"": ""DATE"", ""start"": 43, ""end"": 47, ""cms"": null}]"	16
437	Several temporary shooting ranges will be built.	[]	16
438	Temporary seating for 7,500.	"[{""text"": ""7,500"", ""type"": ""CARDINAL"", ""start"": 22, ""end"": 27, ""cms"": null}]"	16
439	Planning application to be lodged later this year.	"[{""text"": ""later this year"", ""type"": ""DATE"", ""start"": 34, ""end"": 49, ""cms"": null}]"	16
440	 Cost: £20m (2004 bid book figure but recent estimates put as high as £42m).  Physical legacy: None, though dismantled ranges may be distributed to shooting clubs.	"[{""text"": ""20"", ""type"": ""MONEY"", ""start"": 8, ""end"": 10, ""cms"": null}, {""text"": ""m"", ""type"": ""MONEY"", ""start"": 10, ""end"": 11, ""cms"": null}, {""text"": ""2004"", ""type"": ""DATE"", ""start"": 13, ""end"": 17, ""cms"": null}, {""text"": ""as high as \u00a342m"", ""type"": ""MONEY"", ""start"": 59, ""end"": 74, ""cms"": null}]"	16
441	 TABLE TENNIS  Where: Excel Centre, Royal Victoria Dock  Status: Existing exhibition centre to host several sports during the Games.  Cost: £24m for entire Excel refit (2004 bid figure).  Physical legacy: None.  TAEKWONDO  Where: Excel Centre, Royal Victoria Dock  Status: Existing exhibition centre hosting several sports during Games.  Cost: £24m for entire Excel refit (2004 bid figure).  Physical legacy: None.  TENNIS  Where: All England Club, Wimbledon  Status: Existing world-class facility and the only grass-court Grand Slam venue.  Cost: £1m (2004 bid figure).  Physical legacy: None, though Paralympic venue will provide permanent legacy for East London.	"[{""text"": ""Excel Centre"", ""type"": ""FAC"", ""start"": 22, ""end"": 34, ""cms"": null}, {""text"": ""Royal Victoria Dock"", ""type"": ""FAC"", ""start"": 36, ""end"": 55, ""cms"": null}, {""text"": ""Games"", ""type"": ""EVENT"", ""start"": 126, ""end"": 131, ""cms"": null}, {""text"": ""24"", ""type"": ""MONEY"", ""start"": 141, ""end"": 143, ""cms"": null}, {""text"": ""m"", ""type"": ""MONEY"", ""start"": 143, ""end"": 144, ""cms"": null}, {""text"": ""Excel"", ""type"": ""ORG"", ""start"": 156, ""end"": 161, ""cms"": null}, {""text"": ""2004"", ""type"": ""DATE"", ""start"": 169, ""end"": 173, ""cms"": null}, {""text"": ""Excel Centre"", ""type"": ""FAC"", ""start"": 230, ""end"": 242, ""cms"": null}, {""text"": ""Royal Victoria Dock"", ""type"": ""FAC"", ""start"": 244, ""end"": 263, ""cms"": null}, {""text"": ""Games"", ""type"": ""EVENT"", ""start"": 330, ""end"": 335, ""cms"": null}, {""text"": ""24"", ""type"": ""MONEY"", ""start"": 345, ""end"": 347, ""cms"": null}, {""text"": ""m"", ""type"": ""MONEY"", ""start"": 347, ""end"": 348, ""cms"": null}, {""text"": ""Excel"", ""type"": ""ORG"", ""start"": 360, ""end"": 365, ""cms"": null}, {""text"": ""2004"", ""type"": ""DATE"", ""start"": 373, ""end"": 377, ""cms"": null}, {""text"": ""All England Club"", ""type"": ""ORG"", ""start"": 431, ""end"": 447, ""cms"": null}, {""text"": ""Wimbledon"", ""type"": ""GPE"", ""start"": 449, ""end"": 458, ""cms"": null}, {""text"": ""Grand Slam"", ""type"": ""EVENT"", ""start"": 523, ""end"": 533, ""cms"": null}, {""text"": ""1"", ""type"": ""MONEY"", ""start"": 549, ""end"": 550, ""cms"": null}, {""text"": ""m"", ""type"": ""MONEY"", ""start"": 550, ""end"": 551, ""cms"": null}, {""text"": ""2004"", ""type"": ""DATE"", ""start"": 553, ""end"": 557, ""cms"": null}, {""text"": ""Paralympic"", ""type"": ""DATE"", ""start"": 602, ""end"": 612, ""cms"": null}, {""text"": ""East London"", ""type"": ""GPE"", ""start"": 653, ""end"": 664, ""cms"": null}]"	16
442	 	[]	16
443	TRIATHLON  Where: Hyde Park, central London	"[{""text"": ""Hyde Park"", ""type"": ""LOC"", ""start"": 18, ""end"": 27, ""cms"": null}, {""text"": ""London"", ""type"": ""GPE"", ""start"": 37, ""end"": 43, ""cms"": null}]"	16
444	 	[]	16
445	Status: London's largest Royal Park and surrounding streets will be transformed into a venue for the three disciplines of Triathlon.	"[{""text"": ""London"", ""type"": ""GPE"", ""start"": 8, ""end"": 14, ""cms"": null}, {""text"": ""Royal Park"", ""type"": ""FAC"", ""start"": 25, ""end"": 35, ""cms"": null}, {""text"": ""three"", ""type"": ""CARDINAL"", ""start"": 101, ""end"": 106, ""cms"": null}, {""text"": ""Triathlon"", ""type"": ""EVENT"", ""start"": 122, ""end"": 131, ""cms"": null}]"	16
446	Temporary seating for 3,000.	"[{""text"": ""3,000"", ""type"": ""CARDINAL"", ""start"": 22, ""end"": 27, ""cms"": null}]"	16
447	 	[]	16
448	Cost: £7m (2004 bid figure).  Physical legacy: None.  VOLLEYBALL  Where: Earls Court (Indoor Volleyball); Horse Guards Parade (Beach Volleyball)  Status:	"[{""text"": ""7"", ""type"": ""MONEY"", ""start"": 7, ""end"": 8, ""cms"": null}, {""text"": ""2004"", ""type"": ""DATE"", ""start"": 11, ""end"": 15, ""cms"": null}, {""text"": ""Earls Court"", ""type"": ""FAC"", ""start"": 73, ""end"": 84, ""cms"": null}, {""text"": ""Horse Guards Parade"", ""type"": ""FAC"", ""start"": 106, ""end"": 125, ""cms"": null}]"	16
449	Earls Court, in west London, is an existing venue which will be turned into a 15,000-seat arena in 2012.	"[{""text"": ""Earls Court"", ""type"": ""FAC"", ""start"": 0, ""end"": 11, ""cms"": null}, {""text"": ""London"", ""type"": ""GPE"", ""start"": 21, ""end"": 27, ""cms"": null}, {""text"": ""15,000"", ""type"": ""CARDINAL"", ""start"": 78, ""end"": 84, ""cms"": null}, {""text"": ""2012"", ""type"": ""DATE"", ""start"": 99, ""end"": 103, ""cms"": null}]"	16
450	Horse Guards Parade, which hosts annual Trooping of the Colour ceremony, to be turned into a temporary 15,000-seat venue.	"[{""text"": ""Horse Guards Parade"", ""type"": ""FAC"", ""start"": 0, ""end"": 19, ""cms"": null}, {""text"": ""annual"", ""type"": ""DATE"", ""start"": 33, ""end"": 39, ""cms"": null}, {""text"": ""Trooping of the Colour"", ""type"": ""EVENT"", ""start"": 40, ""end"": 62, ""cms"": null}, {""text"": ""15,000"", ""type"": ""CARDINAL"", ""start"": 103, ""end"": 109, ""cms"": null}]"	16
451	 	[]	16
452	Cost of temporary structure on Horse Guards Parade: £5.5m (2004 bid figure).  Cost of Earls Court refit: undisclosed as not part of original bid.	"[{""text"": ""Horse Guards Parade"", ""type"": ""FAC"", ""start"": 31, ""end"": 50, ""cms"": null}, {""text"": ""\u00a35.5m"", ""type"": ""MONEY"", ""start"": 52, ""end"": 57, ""cms"": null}, {""text"": ""2004"", ""type"": ""DATE"", ""start"": 59, ""end"": 63, ""cms"": null}, {""text"": ""Earls Court"", ""type"": ""ORG"", ""start"": 86, ""end"": 97, ""cms"": null}]"	16
453	 Physical legacy: None.	[]	16
454	 WEIGHTLIFTING  Where: Excel Centre, Royal Victoria Dock  Status: Existing exhibition centre to host several sports during Games.  Cost: £24m for entire Excel refit (2004 bid figure).  Physical legacy: None.  WRESTLING  Where: Excel Centre, Royal Victoria Dock.  Status: Existing exhibition centre hosting several sports during Games.	"[{""text"": ""Excel Centre"", ""type"": ""FAC"", ""start"": 23, ""end"": 35, ""cms"": null}, {""text"": ""Royal Victoria Dock"", ""type"": ""FAC"", ""start"": 37, ""end"": 56, ""cms"": null}, {""text"": ""Games"", ""type"": ""EVENT"", ""start"": 123, ""end"": 128, ""cms"": null}, {""text"": ""24"", ""type"": ""MONEY"", ""start"": 138, ""end"": 140, ""cms"": null}, {""text"": ""m"", ""type"": ""MONEY"", ""start"": 140, ""end"": 141, ""cms"": null}, {""text"": ""Excel"", ""type"": ""ORG"", ""start"": 153, ""end"": 158, ""cms"": null}, {""text"": ""2004"", ""type"": ""DATE"", ""start"": 166, ""end"": 170, ""cms"": null}, {""text"": ""Excel Centre"", ""type"": ""FAC"", ""start"": 227, ""end"": 239, ""cms"": null}, {""text"": ""Royal Victoria Dock"", ""type"": ""FAC"", ""start"": 241, ""end"": 260, ""cms"": null}, {""text"": ""Games"", ""type"": ""EVENT"", ""start"": 328, ""end"": 333, ""cms"": null}]"	16
455	 	[]	16
456	Cost: £24m for entire Excel refit (2004 bid figure).  Physical legacy: None.	"[{""text"": ""24"", ""type"": ""MONEY"", ""start"": 7, ""end"": 9, ""cms"": null}, {""text"": ""m"", ""type"": ""MONEY"", ""start"": 9, ""end"": 10, ""cms"": null}, {""text"": ""Excel"", ""type"": ""PRODUCT"", ""start"": 22, ""end"": 27, ""cms"": null}, {""text"": ""2004"", ""type"": ""DATE"", ""start"": 35, ""end"": 39, ""cms"": null}]"	16
457	Relations had eased since Hunt's appointment, but his comments are understood to have infuriated Tessa Jowell and sports minister Gerry Sutcliffe.	"[{""text"": ""Hunt"", ""type"": ""PERSON"", ""start"": 26, ""end"": 30, ""cms"": null}, {""text"": ""Tessa Jowell"", ""type"": ""PERSON"", ""start"": 97, ""end"": 109, ""cms"": null}, {""text"": ""Gerry Sutcliffe"", ""type"": ""PERSON"", ""start"": 130, ""end"": 145, ""cms"": null}]"	230
458	 Hunt attacked the Government for the absence of a coherent policy for sports participation and the lack of planning for the use of venues after the Games, but the feeling inside the DCMS is that the comments were misguided.	"[{""text"": ""Hunt"", ""type"": ""PERSON"", ""start"": 1, ""end"": 5, ""cms"": null}, {""text"": ""Government"", ""type"": ""ORG"", ""start"": 19, ""end"": 29, ""cms"": null}, {""text"": ""Games"", ""type"": ""EVENT"", ""start"": 149, ""end"": 154, ""cms"": null}, {""text"": ""DCMS"", ""type"": ""ORG"", ""start"": 183, ""end"": 187, ""cms"": null}]"	230
459	 Insiders point out that if Hunt wanted to raise these issues he could have used the BOA's seat on the Sports Legacy Venues Group, a body that meets to discuss possible uses for venue after the Games.	"[{""text"": ""Hunt"", ""type"": ""PERSON"", ""start"": 28, ""end"": 32, ""cms"": null}, {""text"": ""BOA"", ""type"": ""ORG"", ""start"": 85, ""end"": 88, ""cms"": null}, {""text"": ""the Sports Legacy Venues Group"", ""type"": ""ORG"", ""start"": 99, ""end"": 129, ""cms"": null}, {""text"": ""Games"", ""type"": ""EVENT"", ""start"": 194, ""end"": 199, ""cms"": null}]"	230
460	 Hunt has yet to attend one of its meetings and the BOA has been to only three out of 10 meetings.	"[{""text"": ""Hunt"", ""type"": ""ORG"", ""start"": 1, ""end"": 5, ""cms"": null}, {""text"": ""one"", ""type"": ""CARDINAL"", ""start"": 24, ""end"": 27, ""cms"": null}, {""text"": ""BOA"", ""type"": ""ORG"", ""start"": 52, ""end"": 55, ""cms"": null}, {""text"": ""only three"", ""type"": ""CARDINAL"", ""start"": 68, ""end"": 78, ""cms"": null}, {""text"": ""10"", ""type"": ""CARDINAL"", ""start"": 86, ""end"": 88, ""cms"": null}]"	230
461	"He may be a self-styled ""fat little frog"" whose detractors call him ""The Gerbil"" but PY Gerbeau knows a thing or two about running a public attraction."	"[{""text"": ""Gerbil"", ""type"": ""PERSON"", ""start"": 73, ""end"": 79, ""cms"": null}, {""text"": ""PY Gerbeau"", ""type"": ""PERSON"", ""start"": 85, ""end"": 95, ""cms"": null}, {""text"": ""two"", ""type"": ""CARDINAL"", ""start"": 113, ""end"": 116, ""cms"": null}]"	251
462	And the trouble-shooter who presided over Disneyland Paris before valiantly trying to rescue the Dome has a stark warning about the Olympics: if you thought the Dome was a disaster, wait till you see the London Games.	"[{""text"": ""Disneyland Paris"", ""type"": ""FAC"", ""start"": 42, ""end"": 58, ""cms"": null}, {""text"": ""Dome"", ""type"": ""FAC"", ""start"": 97, ""end"": 101, ""cms"": null}, {""text"": ""Olympics"", ""type"": ""EVENT"", ""start"": 132, ""end"": 140, ""cms"": null}, {""text"": ""Dome"", ""type"": ""FAC"", ""start"": 161, ""end"": 165, ""cms"": null}, {""text"": ""the London Games"", ""type"": ""EVENT"", ""start"": 200, ""end"": 216, ""cms"": null}]"	251
463	 	[]	251
464	"""The Olympics is going exactly the same way as the Dome, except it is 15 times more expensive,"" he says."	"[{""text"": ""Olympics"", ""type"": ""EVENT"", ""start"": 5, ""end"": 13, ""cms"": null}, {""text"": ""Dome"", ""type"": ""FAC"", ""start"": 51, ""end"": 55, ""cms"": null}, {""text"": ""15"", ""type"": ""CARDINAL"", ""start"": 70, ""end"": 72, ""cms"": null}]"	251
465	"""It is a time bomb."	[]	251
466	British politicians have been there before, so why face the embarrassment again?	"[{""text"": ""British"", ""type"": ""NORP"", ""start"": 0, ""end"": 7, ""cms"": null}]"	251
467	"You are setting yourself up for a massive fall.""  His complaint?"	[]	251
468	No one is in charge, budgets balloon seemingly of their own accord, disastrous decisions are made in secret, and the media is deceived.	[]	251
469	To students of the Millennium Dome fiasco it does indeed sound spookily familiar.	"[{""text"": ""Millennium Dome"", ""type"": ""FAC"", ""start"": 19, ""end"": 34, ""cms"": null}]"	251
470	" ""This could be the biggest embarrassment ever,"" warns Gerbeau, now a popular business commentator and performer on programmes such as Question Time , while also running a successful business in London turning round failing companies."	"[{""text"": ""Gerbeau"", ""type"": ""PERSON"", ""start"": 55, ""end"": 62, ""cms"": null}, {""text"": ""Question Time"", ""type"": ""WORK_OF_ART"", ""start"": 135, ""end"": 148, ""cms"": null}, {""text"": ""London"", ""type"": ""GPE"", ""start"": 195, ""end"": 201, ""cms"": null}]"	251
471	 	[]	251
472	"""It is a ludicrous, half-baked organisation."	[]	251
473	Why is there no transparency?	[]	251
474	The building programme goes massively over budget and amazingly there is no public report asking what has gone wrong.	[]	251
475	If I'd gone so over-budget in a PLC without explaining why, I'd go to jail.	[]	251
476	The entire system is designed to cover people's bottoms.	[]	251
477	The tent was exactly the same.	[]	251
478	"It's a disgrace.""  "	[]	251
479	And just as the Dome was conceived in the dog days of John Major's administration, so Gerbeau suggests the Olympics is suffering from an equally impotent and incompetent Gordon Brown government.	"[{""text"": ""Dome"", ""type"": ""FAC"", ""start"": 16, ""end"": 20, ""cms"": null}, {""text"": ""the dog days"", ""type"": ""DATE"", ""start"": 38, ""end"": 50, ""cms"": null}, {""text"": ""John Major's"", ""type"": ""PERSON"", ""start"": 54, ""end"": 66, ""cms"": null}, {""text"": ""Gerbeau"", ""type"": ""PERSON"", ""start"": 86, ""end"": 93, ""cms"": null}, {""text"": ""Olympics"", ""type"": ""EVENT"", ""start"": 107, ""end"": 115, ""cms"": null}, {""text"": ""Gordon Brown"", ""type"": ""PERSON"", ""start"": 170, ""end"": 182, ""cms"": null}]"	251
480	"""Who is in charge?"	[]	251
481	Nobody.	[]	251
482	"The malaise over the Olympics reflects the broader political malaise.""  Gerbeau's solution?"	"[{""text"": ""Olympics"", ""type"": ""EVENT"", ""start"": 21, ""end"": 29, ""cms"": null}, {""text"": ""Gerbeau"", ""type"": ""PERSON"", ""start"": 72, ""end"": 79, ""cms"": null}]"	251
483	"""We should give it to the Frogs,"" smiles the former winter Olympian who represented French at ice hockey."	"[{""text"": ""Frogs"", ""type"": ""PERSON"", ""start"": 26, ""end"": 31, ""cms"": null}, {""text"": ""winter"", ""type"": ""DATE"", ""start"": 52, ""end"": 58, ""cms"": null}, {""text"": ""French"", ""type"": ""NORP"", ""start"": 84, ""end"": 90, ""cms"": null}]"	251
484	"""They would take it."	[]	251
485	They have all the transport and stadia infrastructure, they would only need to build an Olympic village.	[]	251
486	"It would then leave £50bn to inject into the British economy at a time of great hardship."""	"[{""text"": ""\u00a350bn"", ""type"": ""MONEY"", ""start"": 20, ""end"": 25, ""cms"": null}, {""text"": ""British"", ""type"": ""NORP"", ""start"": 45, ""end"": 52, ""cms"": null}]"	251
487	Would France do it better?	"[{""text"": ""France"", ""type"": ""GPE"", ""start"": 6, ""end"": 12, ""cms"": null}]"	251
488	"""No question."	[]	251
489	It's not about savoir faire, they are just better placed.	[]	251
490	""""	[]	251
491	 And before Gerbeau is accused of French bias, he is a rampant Anglophile who took considerable stick from former teammates when he turned out for Britain against France in a recent veteran's hockey match.	"[{""text"": ""Gerbeau"", ""type"": ""PERSON"", ""start"": 12, ""end"": 19, ""cms"": null}, {""text"": ""French"", ""type"": ""NORP"", ""start"": 34, ""end"": 40, ""cms"": null}, {""text"": ""Britain"", ""type"": ""GPE"", ""start"": 147, ""end"": 154, ""cms"": null}, {""text"": ""France"", ""type"": ""GPE"", ""start"": 163, ""end"": 169, ""cms"": null}]"	251
492	"He lives in London with his British wife and child (""I married the enemy""), describing himself as ""an economic refugee from the last communist country in Europe""."	"[{""text"": ""London"", ""type"": ""GPE"", ""start"": 12, ""end"": 18, ""cms"": null}, {""text"": ""British"", ""type"": ""NORP"", ""start"": 28, ""end"": 35, ""cms"": null}, {""text"": ""communist"", ""type"": ""NORP"", ""start"": 133, ""end"": 142, ""cms"": null}, {""text"": ""Europe"", ""type"": ""LOC"", ""start"": 154, ""end"": 160, ""cms"": null}]"	251
493	He also acknowledges Britain proved it can host big events, such as Manchester's Commonwealth Games in 2002.	"[{""text"": ""Britain"", ""type"": ""GPE"", ""start"": 21, ""end"": 28, ""cms"": null}, {""text"": ""Manchester"", ""type"": ""GPE"", ""start"": 68, ""end"": 78, ""cms"": null}, {""text"": ""Commonwealth Games"", ""type"": ""EVENT"", ""start"": 81, ""end"": 99, ""cms"": null}, {""text"": ""2002"", ""type"": ""DATE"", ""start"": 103, ""end"": 107, ""cms"": null}]"	251
494	But for 2012, he simply thinks the cost is too high, the process too flawed.	"[{""text"": ""2012"", ""type"": ""DATE"", ""start"": 8, ""end"": 12, ""cms"": null}]"	251
495	" ""We need to really think if we want it or whether we can dump it."	[]	251
496	And if we are to keep it we need a national debate.	[]	251
497	If we want to go ahead fine, but the public have to be engaged, perhaps with a referendum.	[]	251
498	"And then there must be quarterly reports into every aspect of the building programme."""	"[{""text"": ""quarterly"", ""type"": ""DATE"", ""start"": 23, ""end"": 32, ""cms"": null}]"	251
499	"He pauses: ""The Olympics really put Spain on the map."	"[{""text"": ""Olympics"", ""type"": ""EVENT"", ""start"": 16, ""end"": 24, ""cms"": null}, {""text"": ""Spain"", ""type"": ""GPE"", ""start"": 36, ""end"": 41, ""cms"": null}]"	251
