	sentence	named_entity	rank
4833	"



"	[]	111
4834	London mayor Boris Johnson was at the announcement made near the stadium this morning, along with mayor of Newham Sir Robin Wales and LLDC chief executive Dennis Hone.	"[{""text"": ""London"", ""type"": ""GPE"", ""start"": 0, ""end"": 6, ""cms"": null}, {""text"": ""Boris Johnson"", ""type"": ""PERSON"", ""start"": 13, ""end"": 26, ""cms"": null}, {""text"": ""this morning"", ""type"": ""TIME"", ""start"": 73, ""end"": 85, ""cms"": null}, {""text"": ""Newham"", ""type"": ""GPE"", ""start"": 107, ""end"": 113, ""cms"": null}, {""text"": ""Robin Wales"", ""type"": ""PERSON"", ""start"": 118, ""end"": 129, ""cms"": null}, {""text"": ""LLDC"", ""type"": ""ORG"", ""start"": 134, ""end"": 138, ""cms"": null}, {""text"": ""Dennis Hone"", ""type"": ""PERSON"", ""start"": 155, ""end"": 166, ""cms"": null}]"	111
4835	"

'This is a truly momentous milestone for London's spectacular Olympic Stadium ensuring its credible and sustainable future,' Johnson, who is also chair of the LLDC, said."	"[{""text"": ""London"", ""type"": ""GPE"", ""start"": 43, ""end"": 49, ""cms"": null}, {""text"": ""Olympic Stadium"", ""type"": ""FAC"", ""start"": 64, ""end"": 79, ""cms"": null}, {""text"": ""Johnson"", ""type"": ""PERSON"", ""start"": 127, ""end"": 134, ""cms"": null}, {""text"": ""LLDC"", ""type"": ""ORG"", ""start"": 161, ""end"": 165, ""cms"": null}]"	111
4836	"

'Through this deal with West Ham United FC, we are defying the gloomsters who predicted this landmark would become a dusty relic."	"[{""text"": ""West Ham United FC"", ""type"": ""ORG"", ""start"": 26, ""end"": 44, ""cms"": null}]"	111
4837	"



"	[]	111
4838	'With a series of world class entertainment and sporting fixtures already in the bag for Queen Elizabeth Olympic Park, this iconic site is set to be the glittering centrepiece of ambitious regeneration plans for east London, which will capitalise on the Olympic investment into this area for the long term benefit of this city.'	"[{""text"": ""Queen Elizabeth Olympic Park"", ""type"": ""FAC"", ""start"": 89, ""end"": 117, ""cms"": null}, {""text"": ""London"", ""type"": ""GPE"", ""start"": 217, ""end"": 223, ""cms"": null}, {""text"": ""Olympic"", ""type"": ""FAC"", ""start"": 254, ""end"": 261, ""cms"": null}]"	111
4839	"



As expected, it was confirmed that the LLDC will receive a windfall payment should West Ham's owners sell on the back of the move within 10 years."	"[{""text"": ""LLDC"", ""type"": ""ORG"", ""start"": 43, ""end"": 47, ""cms"": null}, {""text"": ""West Ham's"", ""type"": ""ORG"", ""start"": 87, ""end"": 97, ""cms"": null}, {""text"": ""10 years"", ""type"": ""DATE"", ""start"": 141, ""end"": 149, ""cms"": null}]"	111
4840	"

The stadium itself will have retractable seats all around the pitch, which will allow the 2017 World Athletics Championships to take place as planned."	"[{""text"": ""2017"", ""type"": ""DATE"", ""start"": 92, ""end"": 96, ""cms"": null}, {""text"": ""World Athletics Championships"", ""type"": ""EVENT"", ""start"": 97, ""end"": 126, ""cms"": null}]"	111
4841	In addition, the deal opens the way for the stadium to be used as a venue for the 2015 Rugby World Cup.	"[{""text"": ""2015"", ""type"": ""DATE"", ""start"": 82, ""end"": 86, ""cms"": null}, {""text"": ""Rugby World Cup"", ""type"": ""EVENT"", ""start"": 87, ""end"": 102, ""cms"": null}]"	111
4842	"

"	[]	111
4843	The plans for the future of West Ham's current Upton Park home and the surrounding area remain confidential for the time being.	"[{""text"": ""West Ham's"", ""type"": ""ORG"", ""start"": 28, ""end"": 38, ""cms"": null}, {""text"": ""Upton Park"", ""type"": ""FAC"", ""start"": 47, ""end"": 57, ""cms"": null}]"	111
4844	"

"	[]	111
4845	Karren Brady, West Ham's vice-chairman , said: 'I’m delighted that we have been confirmed today as the anchor concessionaire for the Olympic Stadium.	"[{""text"": ""Karren Brady"", ""type"": ""PERSON"", ""start"": 0, ""end"": 12, ""cms"": null}, {""text"": ""West Ham's"", ""type"": ""ORG"", ""start"": 14, ""end"": 24, ""cms"": null}, {""text"": ""today"", ""type"": ""DATE"", ""start"": 90, ""end"": 95, ""cms"": null}, {""text"": ""the Olympic Stadium"", ""type"": ""FAC"", ""start"": 129, ""end"": 148, ""cms"": null}]"	111
4846	I commend my two Chairmen for their passion and commitment.	"[{""text"": ""two"", ""type"": ""CARDINAL"", ""start"": 13, ""end"": 16, ""cms"": null}]"	111
4847	I am delighted this has been rewarded now that their ambition to see the Club they love enjoy a bright future at the iconic Olympic Stadium has been realised.	"[{""text"": ""Olympic Stadium"", ""type"": ""FAC"", ""start"": 124, ""end"": 139, ""cms"": null}]"	111
4848	"

"	[]	111
4849	"Home from home: The future of West Ham's Boleyn Ground (left, otherwise known as Upton Park) is uncertain as they head for their new ground (right)

Raring to go: (left-right) West Ham's Carlton Cole, Elliot Lee, Joe Cole, Kevin Nolan, Blair Turgott and James Tomkins pose in front of the club's new home

"	"[{""text"": ""West Ham's"", ""type"": ""ORG"", ""start"": 30, ""end"": 40, ""cms"": null}, {""text"": ""Boleyn Ground"", ""type"": ""FAC"", ""start"": 41, ""end"": 54, ""cms"": null}, {""text"": ""Upton Park"", ""type"": ""FAC"", ""start"": 81, ""end"": 91, ""cms"": null}, {""text"": ""West Ham's"", ""type"": ""ORG"", ""start"": 176, ""end"": 186, ""cms"": null}, {""text"": ""Carlton Cole"", ""type"": ""PERSON"", ""start"": 187, ""end"": 199, ""cms"": null}, {""text"": ""Elliot Lee"", ""type"": ""PERSON"", ""start"": 201, ""end"": 211, ""cms"": null}, {""text"": ""Joe Cole"", ""type"": ""PERSON"", ""start"": 213, ""end"": 221, ""cms"": null}, {""text"": ""Kevin Nolan"", ""type"": ""PERSON"", ""start"": 223, ""end"": 234, ""cms"": null}, {""text"": ""Blair Turgott"", ""type"": ""PERSON"", ""start"": 236, ""end"": 249, ""cms"": null}, {""text"": ""James Tomkins"", ""type"": ""PERSON"", ""start"": 254, ""end"": 267, ""cms"": null}]"	111
4850	New signing?	[]	111
4851	"Mayor of London Boris Johnson joined the West Ham players at the Olympic Stadium on Friday morning - and showed off a personalised club shirt



"	"[{""text"": ""London"", ""type"": ""GPE"", ""start"": 9, ""end"": 15, ""cms"": null}, {""text"": ""Boris Johnson"", ""type"": ""PERSON"", ""start"": 16, ""end"": 29, ""cms"": null}, {""text"": ""West Ham"", ""type"": ""ORG"", ""start"": 41, ""end"": 49, ""cms"": null}, {""text"": ""the Olympic Stadium"", ""type"": ""FAC"", ""start"": 61, ""end"": 80, ""cms"": null}, {""text"": ""Friday"", ""type"": ""DATE"", ""start"": 84, ""end"": 90, ""cms"": null}]"	111
4852	HOW	[]	111
4853	WEST HAM ARE PAYING £15m FOR A £500m STADIUM When will they move in?	"[{""text"": ""WEST HAM"", ""type"": ""GPE"", ""start"": 0, ""end"": 8, ""cms"": null}, {""text"": ""15"", ""type"": ""MONEY"", ""start"": 21, ""end"": 23, ""cms"": null}, {""text"": ""m"", ""type"": ""MONEY"", ""start"": 23, ""end"": 24, ""cms"": null}, {""text"": ""500"", ""type"": ""MONEY"", ""start"": 32, ""end"": 35, ""cms"": null}]"	111
4854	2016	"[{""text"": ""2016"", ""type"": ""DATE"", ""start"": 0, ""end"": 4, ""cms"": null}]"	111
4855	How long for?	[]	111
4856	"They have 99-year concession

"	"[{""text"": ""99-year"", ""type"": ""DATE"", ""start"": 10, ""end"": 17, ""cms"": null}]"	111
4857	"Original cost of stadium: £486million

"	"[{""text"": ""486million"", ""type"": ""MONEY"", ""start"": 27, ""end"": 37, ""cms"": null}]"	111
4858	"Cost of transforming Olympic Stadium into venue suitable for football:

"	"[{""text"": ""Olympic Stadium"", ""type"": ""FAC"", ""start"": 21, ""end"": 36, ""cms"": null}]"	111
4859	"West Ham: £15m

"	"[{""text"": ""West Ham"", ""type"": ""ORG"", ""start"": 0, ""end"": 8, ""cms"": null}, {""text"": ""15"", ""type"": ""MONEY"", ""start"": 11, ""end"": 13, ""cms"": null}, {""text"": ""m"", ""type"": ""MONEY"", ""start"": 13, ""end"": 14, ""cms"": null}]"	111
4860	"Newham Council: £40m

Government: £25m (additional support should it be required)

"	"[{""text"": ""Newham Council"", ""type"": ""ORG"", ""start"": 0, ""end"": 14, ""cms"": null}, {""text"": ""40"", ""type"": ""MONEY"", ""start"": 17, ""end"": 19, ""cms"": null}, {""text"": ""m"", ""type"": ""MONEY"", ""start"": 19, ""end"": 20, ""cms"": null}, {""text"": ""25"", ""type"": ""MONEY"", ""start"": 35, ""end"": 37, ""cms"": null}, {""text"": ""m"", ""type"": ""MONEY"", ""start"": 37, ""end"": 38, ""cms"": null}]"	111
4861	"How revenues will be earned and shared:

"	[]	111
4862	West Ham will pay approximately £2m a year for rent and share naming rights, catering and hospitality revenues.	"[{""text"": ""West Ham"", ""type"": ""ORG"", ""start"": 0, ""end"": 8, ""cms"": null}, {""text"": ""approximately \u00a32"", ""type"": ""MONEY"", ""start"": 18, ""end"": 34, ""cms"": null}]"	111
4863	The club will solely earn money from anything generated directly from the football club, such as ticket sales and merchandise.	[]	111
4864	"



"	[]	111
4865	'It was important to me that we struck a deal that would stand the test of time that represented the right deal for West Ham United and our loyal and patient supporters.	"[{""text"": ""West Ham United"", ""type"": ""ORG"", ""start"": 116, ""end"": 131, ""cms"": null}]"	111
4866	"



"	[]	111
4867	'The consultation we have promised them will now begin and we can’t wait to work with them to create a stunning new home that befits the pride, passion and tradition that the world associates with West Ham United.'	"[{""text"": ""West Ham United"", ""type"": ""ORG"", ""start"": 197, ""end"": 212, ""cms"": null}]"	111
4868	"

Leyton Orient owner Barry Hearn has been against West Ham taking over as the sole football club at the stadium and has challenged the decision throughout the process."	"[{""text"": ""Leyton Orient"", ""type"": ""ORG"", ""start"": 2, ""end"": 15, ""cms"": null}, {""text"": ""Barry Hearn"", ""type"": ""PERSON"", ""start"": 22, ""end"": 33, ""cms"": null}, {""text"": ""West Ham"", ""type"": ""ORG"", ""start"": 51, ""end"": 59, ""cms"": null}]"	111
4869	"

"	[]	111
4870	The 64-year-old Matchroom Sport chairman told talkSPORT he did not understand the timing of the announcement.	"[{""text"": ""64-year-old"", ""type"": ""DATE"", ""start"": 4, ""end"": 15, ""cms"": null}, {""text"": ""Matchroom Sport"", ""type"": ""ORG"", ""start"": 16, ""end"": 31, ""cms"": null}, {""text"": ""talkSPORT"", ""type"": ""ORG"", ""start"": 46, ""end"": 55, ""cms"": null}]"	111
4871	"

'I don't know why they are announcing anything because we have applied to the High Court for a judicial review of the bidding process, so anything they announce about West Ham has to be subject to the High Court's decision,' he said."	"[{""text"": ""the High Court"", ""type"": ""ORG"", ""start"": 76, ""end"": 90, ""cms"": null}, {""text"": ""West Ham"", ""type"": ""ORG"", ""start"": 169, ""end"": 177, ""cms"": null}, {""text"": ""the High Court's"", ""type"": ""ORG"", ""start"": 199, ""end"": 215, ""cms"": null}]"	111
4872	"



'Why they are trying to steamroll this announcement through today, prior to the court's decision, to me is a sign of panic."	"[{""text"": ""today"", ""type"": ""DATE"", ""start"": 64, ""end"": 69, ""cms"": null}]"	111
4873	I don't know why they are doing it.'	[]	111
4874	"

"	[]	111
4875	Hearn's main bone of contention is his feeling that a move for West Ham closer to the home of npower League One club Orient will ruin his club.	"[{""text"": ""Hearn"", ""type"": ""PERSON"", ""start"": 0, ""end"": 5, ""cms"": null}, {""text"": ""West Ham"", ""type"": ""ORG"", ""start"": 63, ""end"": 71, ""cms"": null}, {""text"": ""npower League One"", ""type"": ""ORG"", ""start"": 94, ""end"": 111, ""cms"": null}, {""text"": ""Orient"", ""type"": ""ORG"", ""start"": 117, ""end"": 123, ""cms"": null}]"	111
4876	"

'We don't think we have been given a fair crack of the whip,' he said."	[]	111
4877	'We have had no opportunity to discuss ground-sharing with West Ham, which we think is the only logical way out.	"[{""text"": ""West Ham"", ""type"": ""ORG"", ""start"": 59, ""end"": 67, ""cms"": null}]"	111
4878	What harm do we do?	[]	111
4879	We get a chance to survive.'	[]	111
4880	"

Former sports minister Richard Caborn is also unhappy with the deal, branding it 'the biggest mistake of the London Olympics'."	"[{""text"": ""Richard Caborn"", ""type"": ""PERSON"", ""start"": 25, ""end"": 39, ""cms"": null}, {""text"": ""the London Olympics"", ""type"": ""EVENT"", ""start"": 107, ""end"": 126, ""cms"": null}]"	111
4881	"

"	[]	111
4882	"Deal done: Johnson with Brady and Sir Robin Wales, Mayor Of Newham (right) at the press conference to announce West Ham's tenancy agreement

"	"[{""text"": ""Johnson"", ""type"": ""PERSON"", ""start"": 11, ""end"": 18, ""cms"": null}, {""text"": ""Brady"", ""type"": ""PERSON"", ""start"": 24, ""end"": 29, ""cms"": null}, {""text"": ""Robin Wales"", ""type"": ""PERSON"", ""start"": 38, ""end"": 49, ""cms"": null}, {""text"": ""West Ham's"", ""type"": ""ORG"", ""start"": 111, ""end"": 121, ""cms"": null}]"	111
4883	Time to say goodbye:	[]	111
4884	"The Hammers are set to increase their potential for match-day revenue by leaving the 35,000-capacity Upton Park

"	"[{""text"": ""Hammers"", ""type"": ""ORG"", ""start"": 4, ""end"": 11, ""cms"": null}, {""text"": ""35,000"", ""type"": ""CARDINAL"", ""start"": 85, ""end"": 91, ""cms"": null}, {""text"": ""Upton Park"", ""type"": ""FAC"", ""start"": 101, ""end"": 111, ""cms"": null}]"	111
4885	We've got a new home!	[]	111
4886	"West Ham are currently 14th in the Premier League table - a relatively comfortable six points above the relegation zone



Reaction on Twitter

"	"[{""text"": ""West Ham"", ""type"": ""ORG"", ""start"": 0, ""end"": 8, ""cms"": null}, {""text"": ""14th"", ""type"": ""ORDINAL"", ""start"": 23, ""end"": 27, ""cms"": null}, {""text"": ""Premier League"", ""type"": ""ORG"", ""start"": 35, ""end"": 49, ""cms"": null}, {""text"": ""six"", ""type"": ""CARDINAL"", ""start"": 83, ""end"": 86, ""cms"": null}]"	111
4887	London Mayor Boris Johnson:	"[{""text"": ""London"", ""type"": ""GPE"", ""start"": 0, ""end"": 6, ""cms"": null}, {""text"": ""Boris Johnson"", ""type"": ""PERSON"", ""start"": 13, ""end"": 26, ""cms"": null}]"	111
4888	An historic day for East London - Future of Olympic Stadium secured with fantastic deal with @whu_official Deal with West Ham is just the beginning - perfect platform for Olympic legacy.	"[{""text"": ""East London"", ""type"": ""GPE"", ""start"": 20, ""end"": 31, ""cms"": null}, {""text"": ""Future of Olympic Stadium"", ""type"": ""ORG"", ""start"": 34, ""end"": 59, ""cms"": null}, {""text"": ""West Ham"", ""type"": ""ORG"", ""start"": 117, ""end"": 125, ""cms"": null}, {""text"": ""Olympic"", ""type"": ""EVENT"", ""start"": 171, ""end"": 178, ""cms"": null}]"	111
4889	Schools, jobs & growth at heart of regenerated East End.	"[{""text"": ""East End"", ""type"": ""LOC"", ""start"": 47, ""end"": 55, ""cms"": null}]"	111
4890	"



"	[]	111
4891	Carlton Cole:	"[{""text"": ""Carlton Cole:"", ""type"": ""PERSON"", ""start"": 0, ""end"": 13, ""cms"": null}]"	111
4892	A Historic Day for West Ham United Caborn said that he welcomed the fact that the future of the stadium was now settled but insisted there has been unnecessary cost to the public purse.	"[{""text"": ""Day"", ""type"": ""DATE"", ""start"": 11, ""end"": 14, ""cms"": null}, {""text"": ""West Ham United"", ""type"": ""ORG"", ""start"": 19, ""end"": 34, ""cms"": null}, {""text"": ""Caborn"", ""type"": ""PERSON"", ""start"": 35, ""end"": 41, ""cms"": null}]"	111
4893	"

Under the deal announced today, West Ham will pay only £15million for a 99-year lease on a stadium whose conversion costs will be £150million to £190million and whose overall cost could top £630million."	"[{""text"": ""today"", ""type"": ""DATE"", ""start"": 27, ""end"": 32, ""cms"": null}, {""text"": ""West Ham"", ""type"": ""ORG"", ""start"": 34, ""end"": 42, ""cms"": null}, {""text"": ""only \u00a315million"", ""type"": ""MONEY"", ""start"": 52, ""end"": 67, ""cms"": null}, {""text"": ""99-year"", ""type"": ""DATE"", ""start"": 74, ""end"": 81, ""cms"": null}, {""text"": ""\u00a3150million to \u00a3190million"", ""type"": ""MONEY"", ""start"": 132, ""end"": 158, ""cms"": null}, {""text"": ""630million"", ""type"": ""MONEY"", ""start"": 193, ""end"": 203, ""cms"": null}]"	111
4894	Caborn said: 'This is the biggest mistake of the Olympics and lessons should be learned from this.	"[{""text"": ""Caborn"", ""type"": ""PERSON"", ""start"": 0, ""end"": 6, ""cms"": null}, {""text"": ""Olympics"", ""type"": ""EVENT"", ""start"": 49, ""end"": 57, ""cms"": null}]"	111
4895	"

"	[]	111
4896	'West Ham are basically getting a stadium costing more than £600million for just £15million and a small amount in annual rent [£2million].	"[{""text"": ""West Ham"", ""type"": ""ORG"", ""start"": 1, ""end"": 9, ""cms"": null}, {""text"": ""more than \u00a3600million"", ""type"": ""MONEY"", ""start"": 50, ""end"": 71, ""cms"": null}, {""text"": ""just \u00a315million"", ""type"": ""MONEY"", ""start"": 76, ""end"": 91, ""cms"": null}, {""text"": ""2million"", ""type"": ""MONEY"", ""start"": 128, ""end"": 136, ""cms"": null}]"	111
4897	"

"	[]	111
4898	'I do welcome the fact that the future of the stadium has finally been secured, but we should also realise that the public sector is picking up the tab.	[]	111
4899	"

"	[]	111
4900	'The mistake was made in 2006/7 when they [the Olympic Board] ruled football out of a retro-fit design as we has done successfully in Manchester with the Commonwealth Games stadium.	"[{""text"": ""the Olympic Board"", ""type"": ""ORG"", ""start"": 43, ""end"": 60, ""cms"": null}, {""text"": ""Manchester"", ""type"": ""GPE"", ""start"": 134, ""end"": 144, ""cms"": null}, {""text"": ""Commonwealth Games"", ""type"": ""EVENT"", ""start"": 154, ""end"": 172, ""cms"": null}]"	111
4901	Fireworks:	[]	111
4902	"The Olympic Stadium has seen just a few weeks of competitive action, but they were nothing short of spectacular

"	"[{""text"": ""The Olympic Stadium"", ""type"": ""FAC"", ""start"": 0, ""end"": 19, ""cms"": null}, {""text"": ""just a few weeks"", ""type"": ""DATE"", ""start"": 29, ""end"": 45, ""cms"": null}]"	111
4903	'I suggested retractable seating like the Stade de France in Paris but they insisted it should be a 25,000-seat athletics stadium.	"[{""text"": ""the Stade de France"", ""type"": ""FAC"", ""start"": 38, ""end"": 57, ""cms"": null}, {""text"": ""Paris"", ""type"": ""GPE"", ""start"": 61, ""end"": 66, ""cms"": null}, {""text"": ""25,000"", ""type"": ""CARDINAL"", ""start"": 100, ""end"": 106, ""cms"": null}]"	111
4904	"

'Time and again mistakes are made with Olympic Stadiums and the lessons should be learned for any future similar projects.'"	"[{""text"": ""Olympic Stadiums"", ""type"": ""FAC"", ""start"": 41, ""end"": 57, ""cms"": null}]"	111
4905	Caborn was sports minister at the time the design of the Olympic Stadium was agreed but campaigned unsuccessfully for it to be built with football in mind for the future.	"[{""text"": ""Caborn"", ""type"": ""PERSON"", ""start"": 0, ""end"": 6, ""cms"": null}, {""text"": ""the Olympic Stadium"", ""type"": ""FAC"", ""start"": 53, ""end"": 72, ""cms"": null}]"	111
4906	The negotiations between the London Legacy Development Corporation and West Ham have been long and tortuous since the club was named preferred bidders in December, but they have now finally been signed off by the corporation’s legal advisers.	"[{""text"": ""the London Legacy Development Corporation"", ""type"": ""ORG"", ""start"": 25, ""end"": 66, ""cms"": null}, {""text"": ""West Ham"", ""type"": ""GPE"", ""start"": 71, ""end"": 79, ""cms"": null}, {""text"": ""December"", ""type"": ""DATE"", ""start"": 154, ""end"": 162, ""cms"": null}]"	111
4907	"

What a summer:"	[]	111
4908	"The Olympic Stadium in Stratford was the centrepiece for London's glorious Games last year, but has been out of use ever since



"	"[{""text"": ""The Olympic Stadium"", ""type"": ""FAC"", ""start"": 0, ""end"": 19, ""cms"": null}, {""text"": ""Stratford"", ""type"": ""GPE"", ""start"": 23, ""end"": 32, ""cms"": null}, {""text"": ""London's glorious Games last year,"", ""type"": ""EVENT"", ""start"": 57, ""end"": 91, ""cms"": null}]"	111
4909	Artist's impression: West Ham had previously released this image of how the stadium would look during a match	"[{""text"": ""West Ham"", ""type"": ""ORG"", ""start"": 21, ""end"": 29, ""cms"": null}]"	111
4910	Under the agreement, West Ham will be given the right to use the stadium for all their matches under the 99-year concession deal.	"[{""text"": ""West Ham"", ""type"": ""ORG"", ""start"": 21, ""end"": 29, ""cms"": null}, {""text"": ""99-year"", ""type"": ""DATE"", ""start"": 105, ""end"": 112, ""cms"": null}]"	111
4911	That will give the club long-term security but they will have no property interest in the stadium.	[]	111
4912	The deal will protect public interest should West Ham’s owners sell the club for a large profit on the back of the move to the stadium - the LLDC would get a significant cut of any surplus.	"[{""text"": ""West Ham\u2019s"", ""type"": ""ORG"", ""start"": 45, ""end"": 55, ""cms"": null}, {""text"": ""LLDC"", ""type"": ""ORG"", ""start"": 141, ""end"": 145, ""cms"": null}]"	111
4913	"Giant leap: Heptathlete Jessica Ennis (above) and shot-putter Robin Womack (below) during the Olympic and Paralympic Games in 2012









"	"[{""text"": ""Jessica Ennis"", ""type"": ""PERSON"", ""start"": 24, ""end"": 37, ""cms"": null}, {""text"": ""Robin Womack"", ""type"": ""PERSON"", ""start"": 62, ""end"": 74, ""cms"": null}, {""text"": ""the Olympic and Paralympic Games"", ""type"": ""EVENT"", ""start"": 90, ""end"": 122, ""cms"": null}, {""text"": ""2012"", ""type"": ""DATE"", ""start"": 126, ""end"": 130, ""cms"": null}]"	111
4914	The LLDC will have the rights to the income from other events such as music concerts and there will also be a legacy for athletics, with a number of events for that sport maintained.	"[{""text"": ""LLDC"", ""type"": ""ORG"", ""start"": 4, ""end"": 8, ""cms"": null}]"	111
4915	"

The retractable seating should allow the stadium to be changed from a football venue - with seats on the running track - to one suitable for athletics or concerts within eight days and potentially even quicker."	"[{""text"": ""eight days"", ""type"": ""DATE"", ""start"": 172, ""end"": 182, ""cms"": null}]"	111
4916	"

"	[]	111
4917	The revamp of the stadium will cost £150million and the Hammers are expected to be there for the start of the 2016-17 season.	"[{""text"": ""150million"", ""type"": ""MONEY"", ""start"": 37, ""end"": 47, ""cms"": null}, {""text"": ""Hammers"", ""type"": ""ORG"", ""start"": 56, ""end"": 63, ""cms"": null}, {""text"": ""2016-17"", ""type"": ""DATE"", ""start"": 110, ""end"": 117, ""cms"": null}]"	111
4918	"

"	[]	111
4919	P.S.	"[{""text"": ""P.S."", ""type"": ""PERSON"", ""start"": 0, ""end"": 4, ""cms"": null}]"	111
4920	It's not all good news for Hammers fans...	"[{""text"": ""Hammers"", ""type"": ""NORP"", ""start"": 27, ""end"": 34, ""cms"": null}]"	111
4921	"

"	[]	111
4922	While the Olympic Stadium plans will no doubt thrill the majority of West Ham supporters, it looks like the club's future might not be quite so exciting after all.	"[{""text"": ""Olympic Stadium"", ""type"": ""FAC"", ""start"": 10, ""end"": 25, ""cms"": null}, {""text"": ""West Ham"", ""type"": ""ORG"", ""start"": 69, ""end"": 77, ""cms"": null}]"	111
4923	"

"	[]	111
4924	Judging by the club's impressions of how the team will look in action at their new home, there's bad news for fans hoping for a few star signings to fill their magnificent ground.	[]	111
4925	"

Look closely and West Ham's team for 2016 still appears to contain Carlton Cole and Matt Taylor..."	"[{""text"": ""West Ham's"", ""type"": ""ORG"", ""start"": 19, ""end"": 29, ""cms"": null}, {""text"": ""2016"", ""type"": ""DATE"", ""start"": 39, ""end"": 43, ""cms"": null}, {""text"": ""Carlton Cole"", ""type"": ""PERSON"", ""start"": 69, ""end"": 81, ""cms"": null}, {""text"": ""Matt Taylor"", ""type"": ""PERSON"", ""start"": 86, ""end"": 97, ""cms"": null}]"	111
4926	British taxpayers have just handed West Ham a stadium worth half a billion pounds... where's my bit of this £630m council house?	"[{""text"": ""British"", ""type"": ""NORP"", ""start"": 0, ""end"": 7, ""cms"": null}, {""text"": ""West Ham"", ""type"": ""ORG"", ""start"": 35, ""end"": 43, ""cms"": null}, {""text"": ""half a billion pounds"", ""type"": ""MONEY"", ""start"": 60, ""end"": 81, ""cms"": null}, {""text"": ""630"", ""type"": ""MONEY"", ""start"": 109, ""end"": 112, ""cms"": null}, {""text"": ""m"", ""type"": ""MONEY"", ""start"": 112, ""end"": 113, ""cms"": null}]"	219
4927	"

Dear West Ham

"	"[{""text"": ""West Ham"", ""type"": ""WORK_OF_ART"", ""start"": 7, ""end"": 15, ""cms"": null}]"	219
4928	Could you please send me the part of the Olympic stadium that I now own?	[]	219
4929	It seems the Government has given you millions of pounds of public money and, as a result, I have bought a piece of your new arena.	"[{""text"": ""millions of pounds"", ""type"": ""MONEY"", ""start"": 38, ""end"": 56, ""cms"": null}]"	219
4930	I’d like that back, thank you.	[]	219
4931	"

"	[]	219
4932	Can you believe it?	[]	219
4933	British taxpayers have just handed a Premier League football club a stadium worth half a billion pounds which, in these austere times, you might think is charity enough.	"[{""text"": ""British"", ""type"": ""NORP"", ""start"": 0, ""end"": 7, ""cms"": null}, {""text"": ""Premier League"", ""type"": ""ORG"", ""start"": 37, ""end"": 51, ""cms"": null}, {""text"": ""half a billion pounds"", ""type"": ""MONEY"", ""start"": 82, ""end"": 103, ""cms"": null}]"	219
4934	"

But not content with that almighty handout, the Government is throwing another £25million of public money in their direction to ensure the interior fittings, including new seats and a roof, are to their liking when they move into their gigantic new council house."	"[{""text"": ""25million"", ""type"": ""MONEY"", ""start"": 82, ""end"": 91, ""cms"": null}]"	219
4935	"

New home: An artist's impression of how the Olympic Stadium will look when West Ham move in

"	"[{""text"": ""the Olympic Stadium"", ""type"": ""FAC"", ""start"": 42, ""end"": 61, ""cms"": null}, {""text"": ""West Ham"", ""type"": ""ORG"", ""start"": 77, ""end"": 85, ""cms"": null}]"	219
4936	At the end of the process, West Ham will receive more than £630m of real estate with huge commercial potential and donate only £15m and £2m a year in rent for the privilege.	"[{""text"": ""West Ham"", ""type"": ""GPE"", ""start"": 27, ""end"": 35, ""cms"": null}, {""text"": ""more than \u00a3630"", ""type"": ""MONEY"", ""start"": 49, ""end"": 63, ""cms"": null}, {""text"": ""only \u00a315m and \u00a32"", ""type"": ""MONEY"", ""start"": 122, ""end"": 138, ""cms"": null}]"	219
4937	"

Now read those numbers again and tell me if you ever expect to understand the world of economics?"	[]	219
4938	I’m not sure I do but I know when I’m being ripped off.	[]	219
4939	"

They are getting the keys for less than it would cost to buy an average left-back."	[]	219
4940	Worse still, they moaned about handing over even this meagre amount.	[]	219
4941	"

If West Ham wanted to put in retractable seats and modify the original design they should have paid for the changes themselves."	"[{""text"": ""West Ham"", ""type"": ""ORG"", ""start"": 5, ""end"": 13, ""cms"": null}]"	219
4942	Boris Johnson and Co had done enough for the Hammers to accept the stadium as it was, even with its flaws.	"[{""text"": ""Boris Johnson"", ""type"": ""PERSON"", ""start"": 0, ""end"": 13, ""cms"": null}, {""text"": ""Hammers"", ""type"": ""ORG"", ""start"": 45, ""end"": 52, ""cms"": null}]"	219
4943	"

But Mayor Boris has buffooned his way through this whole process."	"[{""text"": ""Boris"", ""type"": ""PERSON"", ""start"": 12, ""end"": 17, ""cms"": null}]"	219
4944	Terrified he might be left with a ‘white elephant’, he caved in to every whim and moan.	[]	219
4945	Friday’s press conference was so obsequious, I half expected him to unveil the new centre-forward the taxpayer had bought for the club.	"[{""text"": ""Friday"", ""type"": ""DATE"", ""start"": 0, ""end"": 6, ""cms"": null}, {""text"": ""half"", ""type"": ""CARDINAL"", ""start"": 47, ""end"": 51, ""cms"": null}]"	219
4946	"

‘It’s a deal people said could never be done,’ he jabbered."	[]	219
4947	No they didn’t.	[]	219
4948	They just hoped it wouldn’t be done quite like this.	[]	219
4949	"

It is excellent the stadium is being utilised, yet the terms are laughable."	[]	219
4950	Let me put West Ham’s contribution in context.	"[{""text"": ""West Ham\u2019s"", ""type"": ""ORG"", ""start"": 11, ""end"": 21, ""cms"": null}]"	219
